,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id125,0.000151584779,0.0006554996048,0.0003215845942,0.0006926347573,0.0006737201451,0.0007243952563,0.000608957927,0.0004352040288,0.0006818868225,id125,0.0001041558494,0.0005901392372,0.0003328189524,0.0004300249007,0.0003967222093,0.0004663342705,0.0004760506759,0.0003072357519,0.0006707186652,id125,0.0003138745334,0.00132337588,0.0004300978065,0.0003838586157,0.001537933356,0.001043454858,0.000908716625,0.001014451825,0.00121433116
,id126,0.0005951888036,0.0007088341681,0.0004493417841,0.0005346333652,0.0002760877865,0.0003359883368,0.0002351904762,0.0001396173581,0.00001899037405,id126,0.0003465339344,0.0001986296773,0.0004063259511,0.0002558395891,0.0001541288363,0.0001549390608,0.00007960699559,0.0001406319202,0.00001063366905,id126,0.0002353908848,0.00037974958,0.0005490661402,0.0003896297042,0.0003240810957,0.0003243091851,0.0001343687258,0.0002761893996,0.000007666636574
,id127,0.0008602042158,0.0006680181861,0.0009619331779,0.0005245375606,0.0006874207944,0.0001788676907,0.000383115351,0.0001254285065,0.0003528434418,id127,0.0003781071342,0.0005566048753,0.000269338868,0.0002787555709,0.0004592804151,0.00007728796168,0.000249749154,0.00004330384768,0.0005432380838,id127,0.0005495643997,0.001369276702,0.0004252750646,0.00042364158,0.0008768726383,0.0001224917548,0.0004266679691,0.00009366645473,0.0008616827969
,id128,0.0007363283905,0.0006397821573,0.0006549915372,0.0007191513378,0.0004336753521,0.0003266584479,0.0007444556892,0.00004285148788,0.0005180087476,id128,0.0004716580194,0.0002794232934,0.0002547954617,0.0003725491121,0.0001896256606,0.0002167482258,0.0004626431405,0.00003039189163,0.0003677321385,id128,0.001004419765,0.0005456213736,0.0004610554855,0.0004851542091,0.0002748000646,0.0005029685998,0.0006648576035,0.0001113331449,0.0005596396061
,id129,0.0005099924399,0.0006188297162,0.0002253389075,0.0002804002099,0.0004016180751,0.0004843534758,0.0002914146271,0.0003180900936,0.0001192035912,id129,0.0002411657072,0.000244522605,0.00009584959615,0.000140041282,0.0002356939871,0.0002273557352,0.000076311842,0.0002041168423,0.00003559945812,id129,0.0004940169483,0.000489659028,0.00009926681306,0.0001784177263,0.0001727918416,0.0004812145524,0.00008555823128,0.0002329085192,0.0001977263776
,id13,0,0.0001685200229,0,0.0001401054065,0.00007960508704,0.0001219701271,0.001151733143,0.00000742666013,0.0001325226601,id13,0,0.00007265729104,0,0.00006382421197,0.0001394868289,0.0004399765594,0.0009609132125,0.000004911465991,0.0001156520445,id13,0,0.0001640650479,0,0.00008425276582,0.0001172849589,0.0001144566993,0.0004376061329,0.000005426158357,0.0001394057808
,id130,0,0.000001940297119,0.0002679790461,0.0001447388186,0.0004544148567,0.0003218012168,0.0002713847329,0.0007650624775,0.0002379925393,id130,0,0.0000004385371679,0.0002443164685,0.0000372078094,0.0004088139729,0.0003240585356,0.0003357756945,0.0006302329723,0.00008027780963,id130,0,0.0000005581581103,0.000247895999,0.00003908882131,0.0003648395361,0.0002264143739,0.0005081459898,0.0007106166169,0.0001188813565
,id131,0.00006763408006,0.00004053978866,0.0004575617393,0.00008569043317,0.000183348524,0.0003285015494,0.0001069472156,0,0.00009412155178,id131,0.0000153370755,0.000003783432543,0.0003448559827,0.00004410363907,0.0001054930486,0.0002849994243,0.00007409261784,0,0.00003855538626,id131,0.000006569588397,0.00005698503534,0.0003531023021,0.00008116270677,0.0001663100123,0.0005844051567,0.00006694462956,0,0.0001470244879
,id132,0.0001226198313,0.0005004426759,0.0005551713294,0.0005358364468,0.0003624472734,0.00002598464542,0.0002936115004,0.0003855114134,0.000210807456,id132,0.00005994408768,0.0002206988313,0.0002282956717,0.0004124171652,0.0004765202989,0.00005500428026,0.0003488709582,0.0002450861652,0.0001522306707,id132,0.0001648428044,0.0008886029191,0.0005110780921,0.000690372141,0.0007179862454,0.0001687699968,0.0006793693047,0.001150380795,0.0005410289876
,id133,0.0003108378117,0.0002575383102,0.0001932812945,0.0003116241707,0.0005969978527,0.0003419313025,0.000145009004,0.00006176075778,0.000120268285,id133,0.000185809567,0.0001434996053,0.0001126887887,0.0002684612879,0.0004917017167,0.0001823346214,0.0001523163352,0.0001173138113,0.0001198913236,id133,0.0001926309802,0.0002279248891,0.0003110320603,0.0002085447093,0.0004839102032,0.000245591888,0.0004050660597,0.00006101673975,0.0001092519348
